date,entity_name,entity_type,cds_5y_bps,bond_spread_bps,bond_yield_10y,equity_return_1d,equity_return_5d,equity_vol_30d,currency_return_1m,market_flag_news
2025-09-03,ING Group,Bank,54.15,52.53,4.4718,-0.000221,,22.0,-0.017312,0
2025-09-04,ING Group,Bank,58.73,48.84,4.4855,-0.013829,-0.031804,22.0,0.009344,0
2025-09-05,ING Group,Bank,61.13,44.54,4.4815,-0.008054,-0.028578,22.0,0.004323,0
2025-09-08,ING Group,Bank,62.28,45.99,4.4595,-0.027216,-0.047219,22.0,-0.0061,0
2025-09-09,ING Group,Bank,53.25,45.34,4.418,-0.022307,-0.069828,22.0,-0.012374,0
2025-09-10,ING Group,Bank,53.71,46.69,4.4466,-0.002083,-0.071561,22.0,-0.001697,0
2025-09-11,ING Group,Bank,50.37,43.25,4.431,0.00249,-0.056197,22.0,-0.000966,0
2025-09-12,ING Group,Bank,49.4,44.54,4.3855,0.007554,-0.041347,22.0,-0.003256,0
2025-09-15,ING Group,Bank,46.72,43.21,4.3268,-0.006649,-0.021078,22.0,0.009753,0
2025-09-16,ING Group,Bank,48.73,42.7,4.3741,0.006977,0.008243,22.0,-0.006959,0
2025-09-17,ING Group,Bank,45.51,44.75,4.4098,0.025656,0.036269,22.0,-0.004097,0
2025-09-18,ING Group,Bank,48.17,42.28,4.4805,-0.025146,0.007702,22.0,-0.007845,0
2025-09-19,ING Group,Bank,47.44,43.44,4.4879,0.006196,0.006344,22.0,0.002223,0
2025-09-22,ING Group,Bank,51.71,45.0,4.4589,0.008426,0.021616,22.0,-0.003961,0
2025-09-23,ING Group,Bank,54.62,46.05,4.5063,-0.016026,-0.001721,22.0,0.016672,0
2025-09-24,ING Group,Bank,59.26,42.71,4.5794,0.013022,-0.014019,22.0,-0.007659,0
2025-09-25,ING Group,Bank,55.95,44.49,4.6342,0.009935,0.021462,22.0,0.002838,0
2025-09-26,ING Group,Bank,52.99,44.09,4.5496,-0.002597,0.012536,22.0,0.005335,0
2025-09-29,ING Group,Bank,49.93,48.11,4.4984,0.002926,0.007013,22.0,0.010074,0
2025-09-30,ING Group,Bank,46.46,51.35,4.5764,-0.010414,0.012757,22.0,5e-06,0
2025-10-01,ING Group,Bank,41.94,53.3,4.5695,0.010998,0.010734,22.0,0.004413,0
2025-10-02,ING Group,Bank,40.44,56.84,4.5793,0.001842,0.002635,22.0,0.001524,0
2025-10-03,ING Group,Bank,42.32,56.69,4.5441,-0.00957,-0.004376,22.0,0.011867,0
2025-10-06,ING Group,Bank,47.31,58.59,4.4942,-0.027002,-0.034085,22.0,0.007087,0
2025-10-07,ING Group,Bank,48.44,59.35,4.4856,-0.011798,-0.035436,22.0,0.008814,0
2025-10-08,ING Group,Bank,50.98,56.19,4.4553,0.000644,-0.045314,20.6563,-0.003005,0
2025-10-09,ING Group,Bank,51.47,56.89,4.4208,0.000716,-0.046387,19.7189,-0.021524,0
2025-10-10,ING Group,Bank,54.33,53.66,4.397,-0.00362,-0.040658,19.5815,-0.006191,0
2025-10-13,ING Group,Bank,58.67,48.4,4.4481,0.004985,-0.009121,19.6591,-0.01207,0
2025-10-14,ING Group,Bank,55.31,50.8,4.4938,-0.01068,-0.008,19.7446,-0.003991,0
2025-10-15,ING Group,Bank,55.99,48.6,4.5378,0.015009,0.006241,20.4012,0.00532,0
2025-10-16,ING Group,Bank,57.08,50.06,4.5954,-0.006069,-0.000582,20.1626,-0.017381,0
2025-10-17,ING Group,Bank,55.94,50.79,4.5932,-0.013313,-0.010304,20.3414,0.011219,0
2025-10-20,ING Group,Bank,62.9,53.02,4.6844,0.00941,-0.005946,19.2628,-0.012704,0
2025-10-21,ING Group,Bank,62.55,51.59,4.6407,0.011869,0.016711,18.5894,0.009138,0
2025-10-22,ING Group,Bank,57.59,52.1,4.6921,-0.010817,-0.009159,18.8284,0.013662,0
2025-10-23,ING Group,Bank,53.41,51.59,4.7122,0.025195,0.022008,20.1935,0.007061,1
2025-10-24,ING Group,Bank,52.81,50.67,4.706,0.010918,0.047107,20.3181,0.010104,0
2025-10-27,ING Group,Bank,50.08,53.79,4.6946,0.022343,0.060524,21.1401,0.006789,0
2025-10-28,ING Group,Bank,49.96,53.94,4.6555,-0.00092,0.04712,21.0827,0.003383,0
2025-10-29,ING Group,Bank,50.5,49.38,4.6738,-0.013278,0.044515,20.1682,-0.011533,0
2025-10-30,ING Group,Bank,45.71,48.89,4.7122,0.022245,0.041509,19.7668,-0.011178,0
2025-10-31,ING Group,Bank,44.65,49.2,4.7282,0.002116,0.032441,19.717,-0.000774,0
2025-11-03,ING Group,Bank,41.63,45.54,4.7879,-0.011249,-0.001484,19.9089,-0.003616,0
2025-11-04,ING Group,Bank,43.87,44.21,4.8745,0.016799,0.016226,19.8088,0.002126,0
2025-11-05,ING Group,Bank,47.55,44.77,4.9301,0.002017,0.031978,19.5245,-0.007917,0
2025-11-06,ING Group,Bank,43.25,43.33,4.9271,-0.000749,0.008765,19.3637,0.019725,0
2025-11-07,ING Group,Bank,39.73,45.96,4.9398,-0.000336,0.006297,19.3398,-0.008313,0
2025-11-10,ING Group,Bank,42.01,47.21,4.9476,-0.00107,0.016657,19.3401,0.00436,0
2025-11-11,ING Group,Bank,35.12,47.62,4.9665,0.019413,0.019271,19.7412,-0.000834,0
2025-11-12,ING Group,Bank,34.14,46.83,5.0462,-0.011231,0.005794,19.8933,-0.005501,0
2025-11-13,ING Group,Bank,34.79,46.42,5.0785,-0.003766,0.002757,19.9405,-0.014494,1
2025-11-14,ING Group,Bank,37.13,47.34,5.0075,0.015045,0.018185,20.0838,0.002526,0
2025-11-17,ING Group,Bank,42.22,49.85,5.0304,-0.020787,-0.001913,19.4027,0.017467,0
2025-11-18,ING Group,Bank,49.73,51.54,5.0534,-0.017388,-0.037944,19.7973,-0.012883,0
2025-11-19,ING Group,Bank,50.92,54.16,5.0755,-0.021103,-0.047549,20.8444,0.001323,0
2025-11-20,ING Group,Bank,50.84,52.24,5.06,-0.005432,-0.049142,20.9263,-0.004776,0
2025-11-21,ING Group,Bank,47.33,52.6,4.9601,-0.032634,-0.093806,22.9797,-0.003387,0
2025-11-24,ING Group,Bank,47.82,50.03,5.0279,0.026594,-0.049958,24.1764,0.001567,0
2025-11-25,ING Group,Bank,51.3,54.14,5.0518,-0.006463,-0.039395,24.0405,0.00821,0
2025-11-26,ING Group,Bank,51.26,53.67,5.0539,-0.014399,-0.032816,24.0354,-0.00717,0
2025-11-27,ING Group,Bank,47.65,54.02,5.0591,-0.004326,-0.03174,24.005,-0.010123,0
2025-11-28,ING Group,Bank,51.52,56.49,5.047,-0.035776,-0.034885,25.8222,-0.003613,0
2025-12-01,ING Group,Bank,51.56,56.29,5.0673,-0.012394,-0.071537,25.8366,0.011343,0
2025-12-02,ING Group,Bank,50.8,55.45,5.0871,-0.007119,-0.07215,25.567,0.005115,0
2025-12-03,ING Group,Bank,56.86,53.28,5.0347,0.007267,-0.051754,25.5794,-0.003483,0
2025-12-04,ING Group,Bank,55.31,50.27,5.0476,-0.000545,-0.048154,24.3286,0.005002,0
2025-12-05,ING Group,Bank,53.75,49.05,5.1115,0.016945,0.00389,24.6668,0.002829,0
2025-12-08,ING Group,Bank,51.47,49.85,5.1627,-0.030422,-0.014436,24.8139,0.005027,0
2025-12-09,ING Group,Bank,44.22,50.55,5.1296,-0.013573,-0.020843,24.9394,-0.002837,0
2025-12-10,ING Group,Bank,43.06,48.08,5.1217,0.028958,0.000243,26.5459,-0.018317,0
2025-12-11,ING Group,Bank,40.56,45.71,5.1322,0.035916,0.036733,27.8944,-0.013582,0
2025-12-12,ING Group,Bank,43.37,44.2,5.1303,-0.001922,0.017499,27.86,0.003309,0
2025-12-15,ING Group,Bank,48.35,45.62,5.2014,0.009404,0.059294,27.9548,0.008281,0
2025-12-16,ING Group,Bank,45.4,45.67,5.1801,-0.021428,0.050859,27.9059,0.003467,0
2025-12-17,ING Group,Bank,53.46,45.78,5.171,0.014075,0.035658,28.3103,-0.009082,1
2025-12-18,ING Group,Bank,55.51,46.14,5.1665,-0.017705,-0.01795,28.609,0.002328,0
2025-12-19,ING Group,Bank,53.27,47.39,5.0661,-0.000229,-0.016283,28.61,0.000498,1
2025-12-22,ING Group,Bank,54.09,49.57,5.075,0.012829,-0.012946,28.9824,-0.002975,0
2025-12-23,ING Group,Bank,58.12,49.78,5.1081,-0.00763,0.000972,28.2347,-0.0079,0
2025-12-24,ING Group,Bank,55.57,47.56,5.1931,0.018751,0.005588,28.8729,0.019204,0
2025-12-25,ING Group,Bank,51.92,44.6,5.1969,-0.009664,0.013819,28.9353,-0.015631,0
2025-12-26,ING Group,Bank,55.33,45.98,5.289,-0.020203,-0.006436,28.8143,0.012592,0
2025-12-29,ING Group,Bank,58.8,47.38,5.2745,-0.003534,-0.022487,28.4039,0.004509,0
2025-12-30,ING Group,Bank,64.81,47.41,5.3057,-0.010661,-0.025473,28.1969,-0.007799,0
2025-12-31,ING Group,Bank,67.62,48.56,5.3132,0.014219,-0.029807,28.146,-0.007005,0
2025-08-28,Societe Generale,Bank,105.04,97.3,4.8478,0.01608,,28.0,-0.013729,0
2025-08-29,Societe Generale,Bank,106.24,95.67,4.7766,0.023058,,28.0,0.007641,0
2025-09-01,Societe Generale,Bank,101.7,94.27,4.8005,-0.010888,,28.0,-0.00236,0
2025-09-02,Societe Generale,Bank,104.25,90.9,4.7542,-0.000106,,28.0,-0.007287,0
2025-09-03,Societe Generale,Bank,102.01,88.73,4.7645,0.004052,,28.0,0.007829,0
2025-09-04,Societe Generale,Bank,101.01,87.94,4.7815,0.006147,0.022157,28.0,0.001418,0
2025-09-05,Societe Generale,Bank,101.38,83.85,4.7879,0.039325,0.03841,28.0,-0.0036,0
2025-09-08,Societe Generale,Bank,99.53,84.29,4.8015,0.02152,0.072432,28.0,0.007754,0
2025-09-09,Societe Generale,Bank,99.53,85.69,4.8427,0.015686,0.08937,28.0,-0.01143,0
2025-09-10,Societe Generale,Bank,102.41,85.87,4.915,-0.005886,0.078588,28.0,0.0105,0
2025-09-11,Societe Generale,Bank,103.23,89.11,4.9391,-0.014702,0.056238,28.0,0.024852,0
2025-09-12,Societe Generale,Bank,104.26,90.4,4.9542,-0.010161,0.005946,28.0,0.003147,0
2025-09-15,Societe Generale,Bank,108.1,93.17,4.9891,-0.005258,-0.020423,28.0,-0.005717,0
2025-09-16,Societe Generale,Bank,109.09,93.58,4.9966,-0.024137,-0.05883,28.0,0.007933,0
2025-09-17,Societe Generale,Bank,108.62,94.52,4.9756,0.024151,-0.030393,28.0,0.004241,0
2025-09-18,Societe Generale,Bank,108.71,91.46,4.9255,-0.047716,-0.062882,28.0,0.009425,0
2025-09-19,Societe Generale,Bank,118.4,97.07,4.9182,-0.001576,-0.054754,28.0,0.009956,0
2025-09-22,Societe Generale,Bank,122.99,100.51,4.9029,0.0093,-0.040921,28.0,-0.004848,0
2025-09-23,Societe Generale,Bank,118.55,94.56,4.9372,-0.014308,-0.031261,28.0,-0.020185,0
2025-09-24,Societe Generale,Bank,118.46,94.73,4.9381,-0.003728,-0.057631,28.0,0.006198,0
2025-09-25,Societe Generale,Bank,116.82,91.7,4.9095,0.009495,-0.001016,28.0,0.003217,0
2025-09-26,Societe Generale,Bank,116.89,92.09,4.8678,-0.021457,-0.020908,28.0,-0.014896,0
2025-09-29,Societe Generale,Bank,114.68,93.15,4.9179,-0.007606,-0.037308,28.0,-0.006923,0
2025-09-30,Societe Generale,Bank,108.44,96.04,4.9191,-0.003447,-0.0267,28.0,0.015042,0
2025-10-01,Societe Generale,Bank,109.39,96.11,4.8865,0.014821,-0.008579,28.0,0.002258,0
2025-10-02,Societe Generale,Bank,109.37,96.9,4.864,-0.024767,-0.042227,28.0,-0.005171,0
2025-10-03,Societe Generale,Bank,112.31,95.75,4.8327,-0.0131,-0.034047,28.0,-0.017711,0
2025-10-06,Societe Generale,Bank,113.51,98.06,4.8207,1.9e-05,-0.026625,28.0,0.00916,0
2025-10-07,Societe Generale,Bank,112.78,97.26,4.779,-0.020376,-0.043161,28.0,0.004644,0
2025-10-08,Societe Generale,Bank,110.89,95.13,4.7918,0.008855,-0.048787,28.136,-0.004678,0
2025-10-09,Societe Generale,Bank,112.5,94.29,4.8021,-0.003945,-0.028478,27.6764,7.9e-05,0
2025-10-10,Societe Generale,Bank,111.3,92.97,4.7664,-0.014731,-0.030084,26.8988,-0.014628,0
2025-10-13,Societe Generale,Bank,107.49,93.59,4.7307,0.009359,-0.021025,27.0281,0.000347,0
2025-10-14,Societe Generale,Bank,101.61,95.66,4.7827,0.003182,0.002518,27.0685,-0.011956,0
2025-10-15,Societe Generale,Bank,98.13,91.49,4.7674,-0.001882,-0.008152,27.003,-0.003977,0
2025-10-16,Societe Generale,Bank,95.07,92.74,4.7454,0.023491,0.019168,27.91,-0.005655,0
2025-10-17,Societe Generale,Bank,92.19,94.13,4.7927,0.008782,0.043491,25.3524,-0.002025,0
2025-10-20,Societe Generale,Bank,91.4,91.03,4.8455,0.005549,0.039552,24.447,-0.010844,0
2025-10-21,Societe Generale,Bank,89.32,90.67,4.821,-0.01222,0.023592,23.8908,0.009789,0
2025-10-22,Societe Generale,Bank,86.14,88.8,4.8772,-0.008297,0.017014,23.9127,0.005336,0
2025-10-23,Societe Generale,Bank,85.66,90.36,4.929,-0.019228,-0.025435,24.1081,-0.003655,0
2025-10-24,Societe Generale,Bank,86.32,89.38,4.8737,-0.009157,-0.042766,24.0907,-0.00264,0
2025-10-27,Societe Generale,Bank,87.39,89.33,4.8588,-0.012549,-0.059994,24.1952,0.003195,0
2025-10-28,Societe Generale,Bank,93.38,93.21,4.9554,-0.007994,-0.055974,23.546,-0.004291,0
2025-10-29,Societe Generale,Bank,90.82,90.01,4.9258,0.021323,-0.027778,23.2705,0.0095,1
2025-10-30,Societe Generale,Bank,92.4,89.87,4.859,0.013421,0.004587,20.0193,-0.008327,0
2025-10-31,Societe Generale,Bank,87.65,88.27,4.8564,0.009759,0.023766,20.3181,-0.021961,0
2025-11-03,Societe Generale,Bank,88.18,92.1,4.8723,-0.009245,0.027192,20.1344,0.010669,0
2025-11-04,Societe Generale,Bank,88.0,94.7,4.9281,0.012833,0.048758,20.3009,0.004293,0
2025-11-05,Societe Generale,Bank,90.13,94.57,4.9053,-0.009478,0.01713,20.4135,0.0194,0
2025-11-06,Societe Generale,Bank,95.0,91.42,4.9288,-0.012695,-0.009082,20.3474,-0.014153,0
2025-11-07,Societe Generale,Bank,96.31,91.48,4.9953,-0.015295,-0.033669,19.9418,-0.025884,0
2025-11-10,Societe Generale,Bank,102.46,92.32,4.9815,-0.028125,-0.052085,21.2017,-0.002627,1
2025-11-11,Societe Generale,Bank,101.73,94.34,4.934,0.003502,-0.060818,21.2864,0.01215,0
2025-11-12,Societe Generale,Bank,104.06,98.13,4.9695,0.01372,-0.038822,21.2114,0.000601,0
2025-11-13,Societe Generale,Bank,105.42,96.72,4.9774,0.01808,-0.008862,21.0271,-0.005496,0
2025-11-14,Societe Generale,Bank,103.76,91.0,4.9609,0.016412,0.023052,21.3444,0.005376,0
2025-11-17,Societe Generale,Bank,105.25,88.6,4.9508,0.005847,0.058814,21.4223,0.018381,0
2025-11-18,Societe Generale,Bank,103.65,87.72,4.9471,-0.003924,0.050978,20.63,0.011168,0
2025-11-19,Societe Generale,Bank,104.43,89.52,4.9437,0.006178,0.043159,20.5494,0.001698,0
2025-11-20,Societe Generale,Bank,102.78,90.76,4.9562,-0.03303,-0.00921,22.5982,0.020153,0
2025-11-21,Societe Generale,Bank,106.91,94.43,4.8963,0.001658,-0.023592,22.2341,0.001241,0
2025-11-24,Societe Generale,Bank,108.67,92.13,4.9508,0.029238,-0.000886,23.6392,0.031521,0
2025-11-25,Societe Generale,Bank,105.27,89.17,4.9544,-0.008906,-0.005882,23.7672,0.005069,0
2025-11-26,Societe Generale,Bank,111.17,87.89,4.8869,-0.008012,-0.019902,23.8704,-0.019755,0
2025-11-27,Societe Generale,Bank,113.27,88.4,4.9197,0.02117,0.035034,23.6847,-0.008588,1
2025-11-28,Societe Generale,Bank,106.77,88.17,4.9854,0.006661,0.040204,23.6236,-0.008635,0
2025-12-01,Societe Generale,Bank,106.74,93.94,5.0005,-0.001463,0.009176,23.559,-0.015956,0
2025-12-02,Societe Generale,Bank,105.34,95.63,5.0014,-0.024492,-0.006695,24.3123,-0.00985,1
2025-12-03,Societe Generale,Bank,106.07,98.56,4.9929,-0.008887,-0.007571,24.3276,-0.015808,1
2025-12-04,Societe Generale,Bank,112.67,95.02,4.9188,0.014121,-0.014421,24.0939,-0.006786,0
2025-12-05,Societe Generale,Bank,111.49,95.69,4.9057,0.005248,-0.015805,23.9823,0.010161,0
2025-12-08,Societe Generale,Bank,113.9,92.42,4.8597,-0.049777,-0.063424,27.7365,-0.008094,0
2025-12-09,Societe Generale,Bank,116.47,94.71,4.8585,0.016648,-0.023926,28.0817,0.022042,0
2025-12-10,Societe Generale,Bank,118.85,93.9,4.8865,0.049946,0.034014,30.9393,-0.001043,0
2025-12-11,Societe Generale,Bank,119.48,94.65,4.8649,0.00249,0.022155,30.7279,0.007098,0
2025-12-12,Societe Generale,Bank,123.3,95.88,4.9034,-0.00388,0.012873,30.6347,0.007499,0
2025-12-15,Societe Generale,Bank,123.39,95.04,4.8727,0.01377,0.080609,30.7394,0.011274,0
2025-12-16,Societe Generale,Bank,124.39,93.51,4.8112,-0.002256,0.060516,30.551,-0.004459,0
2025-12-17,Societe Generale,Bank,123.92,90.99,4.807,-0.004816,0.005203,30.4521,-0.003616,0
2025-12-18,Societe Generale,Bank,128.32,87.0,4.8594,-0.003657,-0.00096,30.2278,0.008596,0
2025-12-19,Societe Generale,Bank,127.56,87.15,4.8659,0.003246,0.006187,29.8507,0.004174,0
2025-12-22,Societe Generale,Bank,126.22,88.18,4.9153,-0.017902,-0.025248,29.1302,0.005955,0
2025-12-23,Societe Generale,Bank,123.45,88.31,4.8903,-0.016993,-0.039645,29.6168,-0.010893,0
2025-12-24,Societe Generale,Bank,126.85,90.76,4.8878,0.004588,-0.03057,29.4065,-0.002942,0
2025-12-25,Societe Generale,Bank,130.21,89.58,4.844,-0.010074,-0.036815,29.1186,0.014182,0
2025-12-26,Societe Generale,Bank,134.4,89.17,4.8343,-0.033037,-0.071649,30.164,-0.004548,0
2025-12-29,Societe Generale,Bank,129.59,89.88,4.8089,0.030009,-0.02636,31.4295,0.01,0
2025-12-30,Societe Generale,Bank,126.13,94.01,4.7992,0.00034,-0.009192,31.4181,0.010704,1
2025-12-31,Societe Generale,Bank,129.23,94.57,4.7975,0.001475,-0.012263,31.3598,-0.027132,0
2025-08-28,Barclays,Bank,78.86,71.28,4.7153,0.005012,,24.0,-0.015189,0
2025-08-29,Barclays,Bank,70.87,69.58,4.7139,-0.032941,,24.0,0.013196,0
2025-09-01,Barclays,Bank,72.76,68.55,4.6879,0.001573,,24.0,0.000128,0
2025-09-02,Barclays,Bank,74.41,70.81,4.684,-0.014082,,24.0,-0.006039,0
2025-09-03,Barclays,Bank,77.5,69.25,4.6222,-0.002129,,24.0,-0.004842,0
2025-09-04,Barclays,Bank,74.57,66.53,4.6198,-0.001195,-0.048231,24.0,0.009757,0
2025-09-05,Barclays,Bank,75.53,65.58,4.5859,-0.008543,-0.024219,24.0,-0.004788,0
2025-09-08,Barclays,Bank,76.68,63.09,4.6633,-0.002118,-0.027814,24.0,0.009365,0
2025-09-09,Barclays,Bank,69.54,62.34,4.7072,-0.02337,-0.036973,24.0,-0.030076,0
2025-09-10,Barclays,Bank,71.62,59.33,4.7314,-0.009917,-0.04449,24.0,-0.015716,0
2025-09-11,Barclays,Bank,72.22,58.51,4.7512,-0.042858,-0.084347,24.0,-0.008569,0
2025-09-12,Barclays,Bank,69.09,58.66,4.7684,0.013105,-0.064354,24.0,0.001465,1
2025-09-15,Barclays,Bank,69.62,60.25,4.8426,-0.006984,-0.068917,24.0,0.003245,0
2025-09-16,Barclays,Bank,64.58,58.28,4.8292,0.038271,-0.01015,24.0,-0.000406,0
2025-09-17,Barclays,Bank,70.8,59.61,4.8403,0.000429,0.000194,24.0,-0.015709,0
2025-09-18,Barclays,Bank,75.18,59.24,4.795,-0.012568,0.031846,24.0,-0.019102,0
2025-09-19,Barclays,Bank,79.63,59.52,4.7214,0.013787,0.032541,24.0,-0.005899,0
2025-09-22,Barclays,Bank,81.59,56.51,4.7227,-0.043611,-0.005545,24.0,0.005914,0
2025-09-23,Barclays,Bank,84.59,57.5,4.731,-0.016204,-0.057721,24.0,0.002338,0
2025-09-24,Barclays,Bank,87.32,56.51,4.7215,-0.033888,-0.090043,24.0,-0.009022,0
2025-09-25,Barclays,Bank,89.08,56.51,4.7191,0.007762,-0.071308,24.0,0.002909,0
2025-09-26,Barclays,Bank,82.49,58.96,4.6831,-0.023488,-0.105454,24.0,-0.012211,0
2025-09-29,Barclays,Bank,76.15,59.21,4.6592,-0.014313,-0.078051,24.0,-0.000681,0
2025-09-30,Barclays,Bank,77.28,60.23,4.661,0.012078,-0.051547,24.0,-0.011104,0
2025-10-01,Barclays,Bank,74.93,61.02,4.6427,0.003107,-0.015228,24.0,0.015091,0
2025-10-02,Barclays,Bank,76.85,61.09,4.6909,-0.006389,-0.029056,24.0,-0.003412,0
2025-10-03,Barclays,Bank,80.48,58.38,4.6487,0.002209,-0.003505,24.0,-0.009847,0
2025-10-06,Barclays,Bank,77.93,62.16,4.62,-0.008548,0.002323,24.0,-0.012404,0
2025-10-07,Barclays,Bank,75.99,63.92,4.6121,-0.006724,-0.016298,24.0,0.000444,0
2025-10-08,Barclays,Bank,70.81,64.33,4.6163,0.021385,0.001626,28.3938,-0.010452,0
2025-10-09,Barclays,Bank,71.58,63.84,4.6155,-0.001322,0.006734,28.2374,0.012203,0
2025-10-10,Barclays,Bank,68.62,65.92,4.592,-0.006741,-0.002256,27.149,-0.017881,0
2025-10-13,Barclays,Bank,71.08,63.72,4.6222,0.003315,0.009683,27.1928,0.00473,0
2025-10-14,Barclays,Bank,69.44,63.53,4.5515,0.013313,0.030051,27.5969,-0.018039,0
2025-10-15,Barclays,Bank,75.66,65.8,4.5253,0.000713,0.009203,27.6313,-0.000474,0
2025-10-16,Barclays,Bank,70.99,65.95,4.4716,-0.017143,-0.006784,27.8371,-0.008451,0
2025-10-17,Barclays,Bank,72.5,67.48,4.4806,-0.004599,-0.004643,27.8197,0.005914,0
2025-10-20,Barclays,Bank,74.76,69.58,4.4985,0.028405,0.020248,29.4039,0.009822,0
2025-10-21,Barclays,Bank,73.3,69.56,4.4716,0.003676,0.010544,28.9152,-0.017422,0
2025-10-22,Barclays,Bank,71.85,70.29,4.4407,-0.007265,0.002488,28.8727,0.004385,0
2025-10-23,Barclays,Bank,64.99,74.26,4.4525,-0.01144,0.008305,26.5254,0.001571,0
2025-10-24,Barclays,Bank,66.12,73.14,4.4278,0.009007,0.022088,26.3547,-0.001494,0
2025-10-27,Barclays,Bank,68.21,74.52,4.4408,-0.007754,-0.013849,26.3675,0.008397,0
2025-10-28,Barclays,Bank,64.57,74.84,4.4342,0.011841,-0.005827,23.9266,0.005113,0
2025-10-29,Barclays,Bank,66.66,76.64,4.3991,0.00557,0.007027,24.0337,-0.001252,1
2025-10-30,Barclays,Bank,69.71,78.37,4.3808,-0.005338,0.013242,23.8762,0.018484,0
2025-10-31,Barclays,Bank,66.9,72.86,4.3888,0.009506,0.013743,23.6593,0.002621,0
2025-11-03,Barclays,Bank,61.56,72.48,4.398,-0.032826,-0.011872,22.2529,-0.003351,0
2025-11-04,Barclays,Bank,66.1,74.14,4.362,-0.016826,-0.039867,22.286,0.003504,1
2025-11-05,Barclays,Bank,64.11,75.84,4.3726,-0.001607,-0.046719,20.2644,0.009673,0
2025-11-06,Barclays,Bank,65.43,74.32,4.3505,0.01082,-0.031233,20.3982,0.011734,0
2025-11-07,Barclays,Bank,65.2,74.63,4.2873,-0.002913,-0.04315,19.3282,0.011789,0
2025-11-10,Barclays,Bank,63.15,74.5,4.3065,0.022928,0.012009,20.0037,-0.00495,0
2025-11-11,Barclays,Bank,62.35,74.42,4.2815,0.001747,0.031127,19.724,-0.005933,0
2025-11-12,Barclays,Bank,59.61,71.43,4.2195,0.010309,0.043434,19.9148,0.011886,0
2025-11-13,Barclays,Bank,66.03,69.15,4.2446,-0.012842,0.019008,20.1874,-0.00343,0
2025-11-14,Barclays,Bank,69.13,69.93,4.2489,0.006157,0.028277,20.249,0.003232,0
2025-11-17,Barclays,Bank,73.37,71.24,4.2881,0.009941,0.015222,20.241,0.004499,0
2025-11-18,Barclays,Bank,69.37,73.19,4.2403,0.004621,0.018134,20.13,-0.008452,0
2025-11-19,Barclays,Bank,71.41,74.66,4.2399,-0.006667,0.001026,19.3738,-0.003734,0
2025-11-20,Barclays,Bank,74.34,74.33,4.2557,-0.014177,-0.000328,19.8195,-0.005893,0
2025-11-21,Barclays,Bank,73.09,76.94,4.2773,-0.007376,-0.013773,19.8388,-0.018594,0
2025-11-24,Barclays,Bank,70.41,73.79,4.2139,0.006544,-0.017091,19.904,-0.002141,0
2025-11-25,Barclays,Bank,71.88,74.09,4.1842,-0.000444,-0.022046,19.5257,0.004891,0
2025-11-26,Barclays,Bank,68.57,75.9,4.1606,-0.013845,-0.029113,19.9026,-0.001779,0
2025-11-27,Barclays,Bank,66.26,73.22,4.1823,0.020659,0.005196,20.1974,-0.012612,0
2025-11-28,Barclays,Bank,70.33,75.25,4.1268,0.011848,0.024664,20.3896,-0.000531,0
2025-12-01,Barclays,Bank,69.02,77.32,4.137,0.016787,0.035091,19.3223,0.011999,0
2025-12-02,Barclays,Bank,71.64,75.58,4.1456,-0.004286,0.031112,19.3521,-0.002189,0
2025-12-03,Barclays,Bank,74.21,71.75,4.0683,0.016464,0.062803,19.7377,-0.007734,0
2025-12-04,Barclays,Bank,75.46,72.74,4.0643,-0.000568,0.040699,19.3924,0.004106,0
2025-12-05,Barclays,Bank,74.84,70.58,4.0992,0.02222,0.051366,20.1677,-0.014261,0
2025-12-08,Barclays,Bank,73.34,71.76,4.0564,0.026289,0.061192,21.0941,-0.008963,1
2025-12-09,Barclays,Bank,74.18,71.09,4.0738,-0.010076,0.055021,21.2596,-0.008434,0
2025-12-10,Barclays,Bank,78.68,70.96,4.0499,-0.004223,0.033549,21.3208,0.008089,0
2025-12-11,Barclays,Bank,76.84,70.3,4.0234,0.000725,0.034886,21.213,0.001042,0
2025-12-12,Barclays,Bank,75.15,71.85,4.0318,-0.014585,-0.002375,21.6319,-6e-05,0
2025-12-15,Barclays,Bank,77.59,75.21,4.0133,-0.011335,-0.038948,19.5328,0.005473,0
2025-12-16,Barclays,Bank,75.72,75.24,4.0352,-0.032531,-0.060748,21.2552,-8.1e-05,0
2025-12-17,Barclays,Bank,76.26,77.63,4.0226,0.014307,-0.04327,21.5301,0.002287,0
2025-12-18,Barclays,Bank,81.2,79.77,3.9789,-0.003535,-0.047342,21.4366,-0.003452,0
2025-12-19,Barclays,Bank,82.46,77.43,4.0248,-0.01865,-0.051273,22.1796,0.000225,0
2025-12-22,Barclays,Bank,86.51,75.94,4.0271,-0.004381,-0.0446,21.2807,0.01146,1
2025-12-23,Barclays,Bank,77.52,78.85,4.0036,0.025508,0.012715,22.4606,-0.004115,0
2025-12-24,Barclays,Bank,78.57,80.83,3.9769,-0.010781,-0.012334,22.5378,0.010961,0
2025-12-25,Barclays,Bank,79.76,81.4,3.9611,-0.008734,-0.017487,22.3649,0.019482,0
2025-12-26,Barclays,Bank,81.2,78.25,3.8804,-0.042521,-0.041385,25.4277,0.00814,0
2025-12-29,Barclays,Bank,81.37,81.23,3.8648,-0.00323,-0.040277,25.2238,0.026382,0
